№ пп;Субъект РФ;Муниципальное образование;Поселение;Населенный пункт;Уникальный идентификатор ФИАС;Кол-во СКД ед.;Факт СКД ед.
1375;Приморский край;Чугуевский Район;Чугуевское;Уборка Село;af924189-8957-4bc2-9c63-b70b13fb6751;1;1
1376;Приморский край;Чугуевский Район;Чугуевское;Цветковка Село;f0747e44-8b79-4d47-9a3a-f18c27645796;1;1
1377;Приморский край;Чугуевский Район;Чугуевское;Чугуевка Село;b129d788-61fb-4631-b04d-3a04a562cee7;2;2
1378;Приморский край;Чугуевский Район;Чугуевское;Ясное Село;06719c6c-14e1-40a7-8606-6b2e268977b6;1;1
1379;Приморский край;Чугуевский Район;Шумненское;Антоновка Село;afb6a948-11e3-49ac-9b13-2ea999e41044;1;1
1380;Приморский край;Чугуевский Район;Шумненское;Изюбриный Село;fff57a0b-30f0-424b-b6ac-dc25b4d0bc8c;1;1
1381;Приморский край;Чугуевский Район;Шумненское;Ленино Село;f4cd82de-574d-4c6a-ab05-4a3360a141cb;1;1
1382;Приморский край;Чугуевский Район;Шумненское;Нижние Лужки Село;c2b76957-9834-44d6-a2b7-c6879fe718f6;1;1
1383;Приморский край;Чугуевский Район;Шумненское;Шумный Село;2596694d-08bf-475e-a811-cebeac012de7;1;1
1384;Приморский край;Шкотовский Район;Новонежинское;53 км Железнодорожный разъезд;3c59c496-2731-4787-bb7d-af3012d06ed4;1;1
1385;Приморский край;Шкотовский Район;Новонежинское;Анисимовка Село;5ae8bb4a-c447-4d1a-9192-a08af2d6ac96;1;1
1386;Приморский край;Шкотовский Район;Новонежинское;Лукьяновка Деревня;bab48143-e00b-4035-abff-6a2e4958028c;1;1
1387;Приморский край;Шкотовский Район;Новонежинское;Новонежино Поселок;213997e0-6431-4f86-907d-f0d37531f81a;1;1
1388;Приморский край;Шкотовский Район;Новонежинское;Рождественка Деревня;70535527-4a5e-4c7b-b51a-c24b303d3086;1;1
1389;Приморский край;Шкотовский Район;Подъяпольское;Мысовой Поселок;e0f2c044-9ce7-49be-a8e2-ddd49ca78a1a;1;1
1390;Приморский край;Шкотовский Район;Подъяпольское;Подъяпольское Поселок;2c2faa9e-88bd-4ae6-a839-9d01352bc9ff;1;1
1391;Приморский край;Шкотовский Район;Подъяпольское;Стрелок Железнодорожный разъезд;5d197ec0-4c21-4a84-9f5b-81ef79003891;1;1
1392;Приморский край;Шкотовский Район;Романовское;Моленый Мыс Деревня;5f0d0037-bc76-4162-947f-38632761c467;1;1
1393;Приморский край;Шкотовский Район;Романовское;Речица Деревня;bf364548-42d0-4d73-9086-162fd00cf5d9;1;1
1394;Приморский край;Шкотовский Район;Романовское;Романовка Село;dff00912-346f-4f94-b6f1-cc3e9c46dcc9;1;1
1395;Приморский край;Шкотовский Район;Романовское;Царевка Деревня;cc5fa6af-754f-476a-b0e0-444b175998b5;1;1
1396;Приморский край;Шкотовский Район;Смоляниновское;Смоляниново Поселок городского типа;a477ac9d-8174-49be-a270-3cf9463a77c0;2;2
1397;Приморский край;Шкотовский Район;Центральненское;Новая Москва Деревня;3a8f0394-8688-42f8-b770-ec8d079b6895;1;1
1398;Приморский край;Шкотовский Район;Центральненское;Новороссия Село;73b62d3c-6d2a-4fa1-93de-d39daefc2fd1;2;2
1399;Приморский край;Шкотовский Район;Центральненское;Смяличи Деревня;91e2761b-549f-419b-a0f6-397d3c75b307;1;1
1400;Приморский край;Шкотовский Район;Центральненское;Стеклянуха Село;780bdf98-345b-43eb-831d-dc49be6a1d11;1;1
1401;Приморский край;Шкотовский Район;Центральненское;Центральное Село;d9f3e283-a9f6-4ec9-b509-8180878f6188;1;1
1402;Приморский край;Шкотовский Район;Шкотовское;Шкотово Поселок городского типа;f073122e-c092-43c5-8171-a8b0c0cec6de;1;1
1403;Приморский край;Шкотовский Район;Штыковское;Многоудобное Село;1bc28ec7-947a-4b5f-a6db-b6f051128ac1;1;1
1404;Приморский край;Шкотовский Район;Штыковское;Штыково Поселок;20b26b38-c2de-4a9b-8c89-d1e8214b4ea0;1;1
1405;Приморский край;Яковлевский Район;Варфоломеевское;Варфоломеевка Железнодорожная станция;e263e434-0283-4f24-8869-60e57624bd49;2;2
1406;Приморский край;Яковлевский Район;Варфоломеевское;Варфоломеевка Село;a3b7864d-bbf4-4ae5-956b-18bbf23929e9;1;1
1407;Приморский край;Яковлевский Район;Варфоломеевское;Достоевка Село;518df522-2978-479a-9a21-fa880e005e6c;1;1
1408;Приморский край;Яковлевский Район;Варфоломеевское;Лазаревка Село;e1669a7d-c9e9-406b-8d35-578ffd525e5e;1;1
1409;Приморский край;Яковлевский Район;Новосысоевское;Новосысоевка Село;8f0a88d6-c43b-463d-9709-d352b1180041;2;2
1410;Приморский край;Яковлевский Район;Новосысоевское;Старосысоевка Село;294933b5-cfe5-49b4-9726-4b36d0bccf08;1;1
1411;Приморский край;Яковлевский Район;Новосысоевское;Сысоевка Железнодорожная станция;016ff783-af8c-4ece-9556-a666cfddedc3;1;1
1412;Приморский край;Яковлевский Район;Покровское;Минеральное Село;50843912-735e-4494-b55d-3aef8d09267f;1;1
1413;Приморский край;Яковлевский Район;Покровское;Покровка Село;c3d4b48b-89b7-436b-8b67-a2b57e2a5e69;2;2
1414;Приморский край;Яковлевский Район;Покровское;Рославка Село;e824600d-c89b-46a2-90fa-25a3fd48b9c6;1;1
1415;Приморский край;Яковлевский Район;Яблоновское;Бельцово Село;f38ab71b-b489-4d3c-9461-e76ff68ed1b5;1;1
1416;Приморский край;Яковлевский Район;Яблоновское;Загорное Село;c53709eb-e583-4c6a-9089-2e109b7609af;1;1
1417;Приморский край;Яковлевский Район;Яблоновское;Краснояровка Поселок;c52c9b30-de4d-4791-abea-268e51cafc4c;1;1
1418;Приморский край;Яковлевский Район;Яблоновское;Николо-Михайловка Село;589d72d9-01b5-4d8a-bb85-ccd23e59335e;1;1
1419;Приморский край;Яковлевский Район;Яблоновское;Озерное Село;582970c0-f84c-4911-864b-5f48aca4a9d5;1;1
1420;Приморский край;Яковлевский Район;Яблоновское;Яблоновка Село;8a434a64-d250-44a7-9ecb-465657f7e3f6;1;1
1421;Приморский край;Яковлевский Район;Яковлевское;Андреевка Село;b1c972d2-7bef-476e-bdbe-adcf38b72ba1;1;1
1422;Приморский край;Яковлевский Район;Яковлевское;Яковлевка Село;64cffead-5a54-4d8c-9096-a38dd4a63666;2;2
1423;Республика Саха (Якутия);Абыйский Улус;Абыйский наслег;Абый Село;457447d9-1b17-438d-9e5a-d54fedd50463;1;1
1424;Республика Саха (Якутия);Абыйский Улус;Абыйский наслег;Деску Село;9438d969-189a-4b20-8727-ee5bf134bc2f;1;1
1425;Республика Саха (Якутия);Абыйский Улус;Майорский национальный наслег;Куберганя Село;c703f50b-8296-4319-b948-7bdb2260e7d3;1;1
1426;Республика Саха (Якутия);Абыйский Улус;Мугурдахский наслег;Сыаганнах Село;05fae320-f357-479e-82e1-042b64c52120;1;1
1427;Республика Саха (Якутия);Абыйский Улус;поселок Белая Гора;Белая Гора Поселок городского типа;d909d79d-a9c5-4e6f-a937-00af06742d41;1;1
1428;Республика Саха (Якутия);Абыйский Улус;Уолбутский наслег;Кенг-Кюель Село;6c7c6694-a3ca-4222-88f8-e0698faa1533;1;1
1429;Республика Саха (Якутия);Абыйский Улус;Урасалахский наслег;Сутуруоха Село;c7c15552-9e9e-4361-b41b-eee6373d37c4;1;1
1430;Республика Саха (Якутия);Алданский Улус;;Большой Нимныр Поселок;33e20045-407f-4871-9ff8-530bf84c4b9c;1;1
1431;Республика Саха (Якутия);Алданский Улус;;Лебединый Поселок;b7277c85-e9a1-4d60-894a-ae7eba16a2c5;1;1
1432;Республика Саха (Якутия);Алданский Улус;;Ыллымах Поселок;f080fbce-cbae-4211-8aa0-95cbf6afb808;2;2
1433;Республика Саха (Якутия);Алданский Улус;Беллетский наслег;Угоян Село;0aef7474-95aa-4838-8de2-7574606bbd4d;2;2
1434;Республика Саха (Якутия);Алданский Улус;Беллетский наслег;Хатыстыр Село;a778828b-f5af-430d-a858-8a5595170b66;1;1
1435;Республика Саха (Якутия);Алданский Улус;город Алдан;Алдан Город;29a64605-5441-48c5-bc08-117a72ebc843;4;4
1436;Республика Саха (Якутия);Алданский Улус;город Томмот;Томмот Город;ddf06654-8540-4b55-9a08-45497cc29a75;2;2
1437;Республика Саха (Якутия);Алданский Улус;город Томмот;Улу Село;69ca3a62-5f32-49b3-841d-ffb185bc1b8d;1;1
1438;Республика Саха (Якутия);Алданский Улус;Наслег Анамы;Кутана Село;8976f4d9-8c25-4bb8-8fcc-419ae2e9bebc;1;1
1439;Республика Саха (Якутия);Алданский Улус;поселок Ленинский;Ленинский Поселок;365d9f05-f0ea-4905-a683-c54b716f2822;1;1
1440;Республика Саха (Якутия);Алданский Улус;поселок Ленинский;Якокут Село;0508b0c0-ef99-4c10-ab51-f91db1ad39f0;1;1
1441;Республика Саха (Якутия);Алданский Улус;поселок Нижний Куранах;Верхний Куранах Село;9826b6bb-df0b-41ec-885e-ca742545dc43;1;1
1442;Республика Саха (Якутия);Алданский Улус;поселок Нижний Куранах;Нижний Куранах Поселок;3b99defd-158a-4af9-93af-8800cdbe2ae2;1;1
1443;Республика Саха (Якутия);Алданский Улус;поселок Нижний Куранах;Якокит Село;92701d8e-6d3b-4066-83db-e4a4bc18eb32;1;1
1444;Республика Саха (Якутия);Алданский Улус;Чагдинский наслег;Чагда Село;2f2387d8-7f21-4fa9-81da-8805a006cd4c;1;1
1445;Республика Саха (Якутия);Аллаиховский Улус;Бёрёлёхский наслег;Чкалов Село;c1700ad8-648b-4f0b-b681-b909bc83b379;1;1
1446;Республика Саха (Якутия);Аллаиховский Улус;Быянгнырский наслег;Нычалах Село;9029ec63-22b6-4f97-8c0f-380d41cd08af;1;1
1447;Республика Саха (Якутия);Аллаиховский Улус;поселок Чокурдах;Чокурдах Поселок;3d47b6bf-7b35-457a-8a4e-1cccee729873;1;1
1448;Республика Саха (Якутия);Аллаиховский Улус;Русско-Устьинский наслег;Русское Устье Село;3e2e6069-2792-4b29-9e6b-be8cdf925d13;1;1
1449;Республика Саха (Якутия);Аллаиховский Улус;Юкагирский наслег;Оленегорск Село;4a7b95b7-f792-4f9d-9621-0647c8b22634;1;1
1450;Республика Саха (Якутия);Амгинский Улус;Абагинский наслег;Абага Село;ac2908d3-e97a-4f25-bb2c-bc673840e436;1;1
1451;Республика Саха (Якутия);Амгинский Улус;Алтанский наслег;Алтанцы Село;287e7e6a-d8cf-4e99-837b-c668a7c28e45;1;1
1452;Республика Саха (Якутия);Амгинский Улус;Амгино-Нахаринский наслег;Оннес Село;6722efb2-5c27-413e-a002-8e4e43adb844;1;1
1453;Республика Саха (Якутия);Амгинский Улус;Амгинский наслег;Амга Село;57051cc2-6f3d-4f11-b8d3-ed3ae17feea5;3;3
1454;Республика Саха (Якутия);Амгинский Улус;Бетюнский наслег;Бетюнцы Село;5559a341-6421-46d2-a5e1-3a636aca85fc;1;1
1455;Республика Саха (Якутия);Амгинский Улус;Болугурский наслег;Болугур Село;aba71dce-db4f-4b9a-987e-5fddcc522acc;1;1
1456;Республика Саха (Якутия);Амгинский Улус;Майский наслег;Покровка Село;f06466f3-c833-4b9b-b706-45acbdbe9605;1;1
1457;Республика Саха (Якутия);Амгинский Улус;Мяндигинский наслег;Мяндиги Село;e760a2c1-a995-4014-a6ba-79daabeb423e;1;1
1458;Республика Саха (Якутия);Амгинский Улус;Сатагайский наслег;Сатагай Село;69466ee4-f554-44e2-b10c-d61dc3cfa671;1;1
1459;Республика Саха (Якутия);Амгинский Улус;Соморсунский наслег;Михайловка Село;37ed0ec4-f67f-40ce-9616-d0d204809623;1;1
1460;Республика Саха (Якутия);Амгинский Улус;Сулгаччинский наслег;Сулгаччы Село;bb31596f-6907-449b-bd0f-ce0727f93f1e;1;1
1461;Республика Саха (Якутия);Амгинский Улус;Сулгаччинский наслег;Сэргэ-Бэс Село;a9b76e73-1662-4f96-87bc-4a5a5a1d3393;1;1
1462;Республика Саха (Якутия);Амгинский Улус;Чакырский наслег;Чакыр 2-й Село;8cf294a2-d0c4-4723-9b9a-5374bf830156;1;1
1463;Республика Саха (Якутия);Амгинский Улус;Чапчылганский наслег;Промкомбинат Село;af052a21-356c-4ca5-813f-43b237a8a96f;1;1
1464;Республика Саха (Якутия);Амгинский Улус;Чапчылганский наслег;Чапчылган Село;4b4321ff-ca37-431a-8037-a1587f8a6629;1;1
1465;Республика Саха (Якутия);Амгинский Улус;Эмисский наслег;Эмиссы Село;66293f38-4635-480a-ade5-b92a381d364a;2;2
1466;Республика Саха (Якутия);Анабарский Улус;Саскылахский национальный наслег;Саскылах Село;7de60951-4e06-407a-acf5-d1f92abf523c;1;1
1467;Республика Саха (Якутия);Анабарский Улус;Юрюнг-Хаинский национальный наслег;Юрюнг-Хая Село;ead9d058-1d5e-4859-ab2d-acc84b5e06a9;1;1
1468;Республика Саха (Якутия);Булунский Улус;;Усть-Оленек Село;727c9b42-8669-4036-883c-4a2012e83224;1;1
1469;Республика Саха (Якутия);Булунский Улус;Борогонский наслег;Намы Село;45ef330f-5ce5-452f-96e4-fd2f2c2160ca;1;1
1470;Республика Саха (Якутия);Булунский Улус;Булунский наслег;Кюсюр Село;ea03ad83-f90c-4366-86fe-38b1b466b502;1;1
1471;Республика Саха (Якутия);Булунский Улус;Быковский наслег;Быковский Село;3da9a6f0-2ce6-4fe4-857d-031d201ec4ae;1;1
1472;Республика Саха (Якутия);Булунский Улус;поселок Тикси;Тикси Поселок;2f614e65-a99a-429a-b017-2c356c410392;2;2
1473;Республика Саха (Якутия);Булунский Улус;Сиктяхский наслег;Сиктях Село;9e5c0b8c-9b49-42c3-99ec-25bab4eebd41;1;1
1474;Республика Саха (Якутия);Булунский Улус;Тюметинский наслег;Таймылыр Село;374ba9d3-b8d4-41ed-8f0c-104dafa2df6d;2;2
1475;Республика Саха (Якутия);Булунский Улус;Хара-Улахский наслег;Найба Село;ba4e29e2-0655-49b8-964b-9541994178a1;1;1
1476;Республика Саха (Якутия);Верхневилюйский Улус;Балаганнахский наслег;Балаганнах Село;c91b966f-f7d5-4ae5-96bb-040ce8dad278;1;1
1477;Республика Саха (Якутия);Верхневилюйский Улус;Ботулунский наслег;Ботулу Село;6de81ffa-650b-43b0-a9fd-f17486fffea0;1;1
1478;Республика Саха (Якутия);Верхневилюйский Улус;Ботулунский наслег;Кетердех Село;a651feb7-c04b-421f-97bb-5093135c1aee;1;1
1479;Республика Саха (Якутия);Верхневилюйский Улус;Быраканский наслег;Быракан Село;3ddbd7e6-036c-4e45-ad6b-51114018ba73;1;1
1480;Республика Саха (Якутия);Верхневилюйский Улус;Верхневилюйский наслег;Верхневилюйск Село;ad9ef6d9-401f-46c6-9513-79153d591e77;1;1
1481;Республика Саха (Якутия);Верхневилюйский Улус;Далырский наслег;Быччагдан Село;3879f0b3-b79c-44be-a015-af9edececae4;1;1
1482;Республика Саха (Якутия);Верхневилюйский Улус;Далырский наслег;Далыр Село;fc81eacc-7d5b-455f-ad96-c3c0629f89c0;1;1
1483;Республика Саха (Якутия);Верхневилюйский Улус;Далырский наслег;Кулусуннах Село;1c1ee3e5-9f9a-46b7-b6fb-414bf0f77a29;1;1
1484;Республика Саха (Якутия);Верхневилюйский Улус;Дюллюкинский наслег;Бютейдях Село;aed23b4e-c42d-472b-ac0a-09e076c964ae;1;1
1485;Республика Саха (Якутия);Верхневилюйский Улус;Дюллюкинский наслег;Дюллюкю Село;c835b66a-1006-4d2f-832d-e521759be329;1;1
1486;Республика Саха (Якутия);Верхневилюйский Улус;Едюгейский наслег;Андреевский Село;873f8b93-4c2d-4440-9856-1047d77582dd;1;1
1487;Республика Саха (Якутия);Верхневилюйский Улус;Едюгейский наслег;Куду Село;ba403f86-6a33-4c33-8f6a-11902717da89;1;1
1488;Республика Саха (Якутия);Верхневилюйский Улус;Кентикский наслег;Харыялах Село;1f0315d8-2b17-4d4a-b55a-a34df1689525;1;1
1489;Республика Саха (Якутия);Верхневилюйский Улус;Кырыкыйский наслег;Кырыкый Село;59594e53-af87-46dc-89b1-8d2f133623e9;1;1
1490;Республика Саха (Якутия);Верхневилюйский Улус;Магасский наслег;Харбала Село;785f5d2d-e6e8-4bea-990f-b38eb5bc90c6;1;1
1491;Республика Саха (Якутия);Верхневилюйский Улус;Мейикский наслег;Май Село;6595be66-53c7-406a-961c-3f38f869ae40;1;1
1492;Республика Саха (Якутия);Верхневилюйский Улус;Мейикский наслег;Сайылык Село;a4e9d75b-2f66-443e-b199-d0f2d00ee3ab;1;1
1493;Республика Саха (Якутия);Верхневилюйский Улус;Намский наслег;Хомустах Село;460ce5c4-df99-4b0e-baeb-5b7b6ea4b5bd;1;1
1494;Республика Саха (Якутия);Верхневилюйский Улус;Онхойский наслег;Липпе-Атах Село;01a3ee1b-f5ee-4a14-a0d8-c9ed9157a12e;1;1
1495;Республика Саха (Якутия);Верхневилюйский Улус;Оргётский наслег;Оргет Село;64ce4889-5c61-439e-b3f9-5e9181a3c228;1;1
1496;Республика Саха (Якутия);Верхневилюйский Улус;Оросунский наслег;Оросу Село;04c8bb7b-5408-4e35-ab95-4f6ac564a24e;1;1
1497;Республика Саха (Якутия);Верхневилюйский Улус;Сургулукский наслег;Багадя Село;c5b2f9a6-4f3a-453c-a14f-7f821bfb3393;1;1
1498;Республика Саха (Якутия);Верхневилюйский Улус;Тамалаканский наслег;Тамалакан Село;dff90fe6-743f-433f-a5b6-8ca05756f4fb;1;1
1499;Республика Саха (Якутия);Верхневилюйский Улус;Туобуйинский наслег;Туобуя Село;7708d473-2b49-4486-adf8-b8b791cb1032;1;1
1500;Республика Саха (Якутия);Верхневилюйский Улус;Харбалахский наслег;Кюль Село;c22b49ee-2a68-4e86-8a8c-33795496dab0;1;1
1501;Республика Саха (Якутия);Верхневилюйский Улус;Хомустахский наслег;Хомустах Село;1b442c5d-3a8e-48cd-84d6-7918935e1dd0;1;1
1502;Республика Саха (Якутия);Верхневилюйский Улус;Хоринский наслег;Хоро Село;d93cbe4d-e48a-4117-a60c-8653d69f9f4f;1;1
1503;Республика Саха (Якутия);Верхнеколымский Улус;Арылахский наслег;Усун-Кюель Село;261c2934-fabe-43d1-a563-883d4fd55faf;1;1
1504;Республика Саха (Якутия);Верхнеколымский Улус;Верхнеколымский наслег;Верхнеколымск Село;ee32e0e0-c43c-4fc7-b5f0-cef0cee8d5b7;1;1
1505;Республика Саха (Якутия);Верхнеколымский Улус;Нелемнский национальный наслег;Нелемное Село;3facd86e-3ced-4fb1-b2c1-1ebb26875f8c;1;1
1506;Республика Саха (Якутия);Верхнеколымский Улус;поселок Зырянка;Зырянка Поселок;2b86fc96-8955-4d2a-af06-a97d080a9c85;1;1
1507;Республика Саха (Якутия);Верхнеколымский Улус;Угольнинский наслег;Угольное Село;b3a74771-21f9-48f4-9bc1-3c98bcc57cbc;1;1
1508;Республика Саха (Якутия);Верхнеколымский Улус;Утаинский наслег;Утая Село;32aa2e2f-9cb1-4d59-85e2-f385d4892dd2;1;1
1509;Республика Саха (Якутия);Верхоянский Улус;Адыччинский наслег;Алысардах Село;8d208868-34ea-48b6-b04b-0ba87330e516;1;1
1510;Республика Саха (Якутия);Верхоянский Улус;Адыччинский наслег;Бетенкес Село;b8c4c7a7-e07d-4f5a-b819-087b40eec7bf;1;1
1511;Республика Саха (Якутия);Верхоянский Улус;Арылахский наслег;Бала Село;77779253-ef12-4421-888b-a3f668cc5c08;1;1
1512;Республика Саха (Якутия);Верхоянский Улус;Арылахский наслег;Метяки Село;ca56d5cb-64de-4a45-a7d9-0b920df13d0d;1;1
1513;Республика Саха (Якутия);Верхоянский Улус;Бабушкинский наслег;Боронук Село;8e143bcd-b43e-44e1-8a25-1e0ab84822d3;1;1
1514;Республика Саха (Якутия);Верхоянский Улус;Бабушкинский наслег;Мачах Село;634e0bf6-7cff-4b32-9e06-e6ca082a23a2;1;1
1515;Республика Саха (Якутия);Верхоянский Улус;Борулахский наслег;Токума Село;bb15cc01-5cf6-4a52-b559-32b589e6b0d9;1;1
1516;Республика Саха (Якутия);Верхоянский Улус;Борулахский наслег;Томтор Село;4f46511b-7e41-4b68-ac28-6e6fef21ac84;1;1
1517;Республика Саха (Якутия);Верхоянский Улус;город Верхоянск;Верхоянск Город;86a078da-13f2-4c47-989a-cce0384a60d3;1;1
1518;Республика Саха (Якутия);Верхоянский Улус;Дулгалахский наслег;Томтор Село;55daa4c7-8395-418b-b5cf-a4e8ade45ca8;1;1
1519;Республика Саха (Якутия);Верхоянский Улус;поселок Батагай;Батагай Поселок городского типа;a4df8ba4-5e48-4c7d-8fbd-504b07af7985;4;4
1520;Республика Саха (Якутия);Верхоянский Улус;поселок Эсэ-Хайя;Эсэ-Хайя Поселок городского типа;fdc09199-958c-4c58-97b4-33fa51b6bb31;1;1
1521;Республика Саха (Якутия);Верхоянский Улус;Сартанский наслег;Сысы-Мейите Село;623e3e82-7c35-4b81-9ce0-093c51d3a20c;1;1
1522;Республика Саха (Якутия);Верхоянский Улус;Сартанский наслег;Юнкюр Село;3d18815e-ecfc-4489-b8db-985143f52bc2;1;1
1523;Республика Саха (Якутия);Верхоянский Улус;Столбинский наслег;Столбы Село;f2f292f1-e70f-428b-bc20-c2dd14e069a8;1;1
1524;Республика Саха (Якутия);Верхоянский Улус;Суордахский наслег;Суордах Село;efe06da2-2578-4ecc-bc0c-75e0f2452ad4;1;1
1525;Республика Саха (Якутия);Верхоянский Улус;Табалахский наслег;Улахан-Кюель Село;6f950c69-d604-4f05-89eb-4230eb536e9a;1;2
1526;Республика Саха (Якутия);Верхоянский Улус;Черюмчинский наслег;Черюмче Село;2a18dd3a-5b9f-4f6a-b05d-dd6f515b0b55;1;1
1527;Республика Саха (Якутия);Верхоянский Улус;Эгинский наслег;Осохтох Село;d37cde2f-7cf3-48a0-961b-e47298741217;1;1
1528;Республика Саха (Якутия);Верхоянский Улус;Эгинский наслег;Сайды Село;a1755778-84e9-4645-9d03-26014d01b3b7;1;1
1529;Республика Саха (Якутия);Верхоянский Улус;Эльгесский наслег;Хайысардах Село;27158614-0b8f-4e09-aa4d-de3074ea5140;2;2
1530;Республика Саха (Якутия);Верхоянский Улус;Янский наслег;Юттях Село;9b70450c-326b-4d91-84e0-3def7525b13f;1;1
1531;Республика Саха (Якутия);Вилюйский Улус;Арылахский наслег;Хампа Село;7501deb6-3a78-4fda-9ea2-8f2bbea6eccb;1;1
1532;Республика Саха (Якутия);Вилюйский Улус;Баппагайинский наслег;Илбенге Село;e34a08d0-8404-4db1-8e11-eadc69f6e4fe;1;1
1533;Республика Саха (Якутия);Вилюйский Улус;Бёкчёгинский наслег;Бетюнг Село;e00b2570-3102-4c8a-af38-fffa75895632;1;1
1534;Республика Саха (Якутия);Вилюйский Улус;Борогонский наслег;Чай Село;55d2530a-b927-450d-88b4-0ce0b103e07e;1;1
1535;Республика Саха (Якутия);Вилюйский Улус;город Вилюйск;Вилюйск Город;52297f9a-df7f-4d97-9260-342aed1f0718;1;1
1536;Республика Саха (Якутия);Вилюйский Улус;город Вилюйск;Вилюйск Город;bf0fa36d-f52e-4a5f-a8bd-f3e81ad1e4a0;1;1
1537;Республика Саха (Якутия);Вилюйский Улус;Ёкюндюнский наслег;Екюндю Село;00ae99ae-d10e-40f4-8223-013e4530e1c0;1;1
1538;Республика Саха (Якутия);Вилюйский Улус;Жемконский наслег;Эбя Село;66860cf1-dadd-4539-84ab-656e51ad503a;1;1
1539;Республика Саха (Якутия);Вилюйский Улус;Кыргыдайский наслег;Сатагай Село;272f3b39-4610-437b-8a49-2302dfa0b60c;1;1
1540;Республика Саха (Якутия);Вилюйский Улус;Кюлетский 1-й наслег;Усун Село;f7ee8e6c-315a-48bf-b452-1a0d74152918;1;1
1541;Республика Саха (Якутия);Вилюйский Улус;Кюлетский 2-й наслег;Кюлекянь Село;74364d4e-11fb-4d50-9f9e-39c903050350;1;1
1542;Республика Саха (Якутия);Вилюйский Улус;Лёкёчёнский наслег;Лекечен Село;1b378d66-3f87-4d5c-b383-9ead5c5b7f9c;1;1
1543;Республика Саха (Якутия);Вилюйский Улус;Первый Тогусский наслег;Тымпы Село;3e198fd4-8a1c-4bf0-8d22-7a526225fbbb;1;1
1544;Республика Саха (Якутия);Вилюйский Улус;поселок Кысыл-Сыр;Кысыл-Сыр Поселок;e18c4991-8de8-4c8f-ade6-a779e9197535;1;1
1545;Республика Саха (Якутия);Вилюйский Улус;Тасагарский наслег;Тасагар Село;063f57f3-1cab-4e72-9892-a74a4df0bf67;1;1
1546;Республика Саха (Якутия);Вилюйский Улус;Тогусский наслег;Балагаччы Село;18a34202-bb3a-4f49-aedb-f19d88789668;1;1
1547;Республика Саха (Якутия);Вилюйский Улус;Тылгынинский наслег;Тербяс Село;3b514b7f-c50d-4084-b39b-5bc447402310;1;1
1548;Республика Саха (Якутия);Вилюйский Улус;Хагынский наслег;Кирово Село;c1ba2f24-ce90-4c6a-98c7-589736313715;1;1
1549;Республика Саха (Якутия);Вилюйский Улус;Халбакинский наслег;Вилюйск Город;331f4db2-c1ac-45d2-83f1-0ecbb7c9b755;1;1
1550;Республика Саха (Якутия);Вилюйский Улус;Халбакинский наслег;Тосу Село;9c22cde5-ab20-405f-bf21-cc7c49f79650;1;1
1551;Республика Саха (Якутия);Вилюйский Улус;Чернышевский наслег;Чинеке Село;94bf93e3-8c84-4c6d-9406-77ccadb3f0d2;1;1
1552;Республика Саха (Якутия);Вилюйский Улус;Чочунский наслег;Кюнде Село;65933246-3ba9-426c-afb2-774cf6dbc626;1;1
1553;Республика Саха (Якутия);Вилюйский Улус;Чочунский наслег;Сыдыбыл Село;10f0b915-e822-4ee3-8c7e-789fa87ea396;1;1
1554;Республика Саха (Якутия);Вилюйский Улус;Югюлятский наслег;Кюбяинде Село;e7a43f3f-57b1-4da6-963e-a7a00be7bb59;1;1
1555;Республика Саха (Якутия);Горный Улус;Атамайский наслег;Бясь-Кюель Село;54d6581c-4c98-4565-9607-63fd181ab87c;1;1
1556;Республика Саха (Якутия);Горный Улус;Бердигестяхский наслег;Бердигестях Село;4f497639-57d2-4b89-8800-e6127f95b86a;1;1
1557;Республика Саха (Якутия);Горный Улус;Бердигестяхский наслег;Май Село;e94e472a-725f-4b00-a0cd-b212b1db79c6;1;1
1558;Республика Саха (Якутия);Горный Улус;Кировский наслег;Асыма Село;b6305854-1600-4c32-9803-cd3770233e2e;1;1
1559;Республика Саха (Якутия);Горный Улус;Маганинский наслег;Орто-Сурт Село;9d91a768-9a3f-400e-a315-24ff7037d1c3;1;1
1560;Республика Саха (Якутия);Горный Улус;Малтанинский наслег;Кептин Село;17001b14-6383-409a-8565-54f9e46644c7;1;1
1561;Республика Саха (Якутия);Горный Улус;Мытахский наслег;Дикимдя Село;27620096-27dd-44ce-99bd-7bc259637555;1;1
1562;Республика Саха (Якутия);Горный Улус;Мытахский наслег;Эбя Село;3b277f44-e4fd-42b3-b5d0-6e11cabcb35c;1;1
1563;Республика Саха (Якутия);Горный Улус;Одунунский наслег;Магарас Село;e634e392-33ad-462c-bd7b-5387c71e3d9a;2;1
1564;Республика Саха (Якутия);Горный Улус;Одунунский наслег;Харыялах Село;b25780ac-3e90-4ce0-87f9-0aedee00f33c;1;1
1565;Республика Саха (Якутия);Горный Улус;Октябрьский наслег;Кюерелях Село;977999ee-4085-48ea-9fcb-f413a60d2eac;1;1
1566;Республика Саха (Якутия);Горный Улус;Шологонский наслег;Ерт Село;1f5a51d5-f5c9-4f40-ac8b-e426edbf4f34;1;1
1567;Республика Саха (Якутия);Жиганский Улус;Бестяхский наслег;Бестях Село;5647626c-5d25-48c4-bccd-1c1c192cea45;1;1
